questions,output
Can a menstrual blood clot travel to your heart or lungs like other blood clots can?,"{
  ""department"": ""OB/GYN"",
  ""accepted_department"": [
    ""OB/GYN"",
    ""Cardiology"",
    ""Hematology""
  ],
  ""symptoms"": [],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Curious"",
  ""urgency_level"": ""Low""
}"
Can Celiac Disease mimic MS even after being treated with a strict gluten-free diet? Could my untreated Celiac have caused my brain lesions?,"{
  ""department"": ""Neurology"",
  ""accepted_department"": [
    ""Gastroenterology"",
    ""Neurology"",
    ""Dietary Medicine""
  ],
  ""symptoms"": [],
  ""condition"": ""Celiac Disease"",
  ""sentiment"": ""Concerned"",
  ""urgency_level"": ""Medium""
}"
Can fibroadenomas turn into breast cancer?,"{
  ""department"": ""Oncology"",
  ""accepted_department"": [
    ""Oncology"",
    ""Radiology"",
    ""Pathology""
  ],
  ""symptoms"": [],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Curious"",
  ""urgency_level"": ""Low""
}"
Can kidney polysystic be cured?,"{
  ""department"": ""Nephrology"",
  ""accepted_department"": [
    ""Nephrology"",
    ""Urology"",
    ""Genetics""
  ],
  ""symptoms"": [],
  ""condition"": ""Polycystic Kidney Disease"",
  ""sentiment"": ""Curious"",
  ""urgency_level"": ""Low""
}"
Can one get rid of type 2 diabetes with excercise and a good diet?,"{
  ""department"": ""Endocrinology"",
  ""accepted_department"": [
    ""Endocrinology"",
    ""Nutrition"",
    ""Primary Care""
  ],
  ""symptoms"": [],
  ""condition"": ""Type 2 Diabetes"",
  ""sentiment"": ""Inquisitive"",
  ""urgency_level"": ""Low""
}"
Can you please tell me why it'simportant to promote healthy eating for children and young people?,"{
  ""department"": ""Nutrition"",
  ""accepted_department"": [
    ""Pediatrics"",
    ""Nutrition"",
    ""Public Health""
  ],
  ""symptoms"": [],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Inquisitive"",
  ""urgency_level"": ""Low""
}"
Can you tell me how is an echocardiography performed?,"{
  ""department"": ""Cardiology"",
  ""accepted_department"": [
    ""Cardiology"",
    ""Radiology"",
    ""Internal Medicine""
  ],
  ""symptoms"": [],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Neutral"",
  ""urgency_level"": ""Low""
}"
Can you tell me the names of health care institutions or pharmacies known for compounding voriconazole 1% eye drops solution ?,"{
  ""department"": ""Pharmacy"",
  ""accepted_department"": [
    ""Pharmacy"",
    ""Ophthalmology"",
    ""Infectious Disease""
  ],
  ""symptoms"": [],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Neutral"",
  ""urgency_level"": ""Low""
}"
Could my sinus allergies make it hard to breathe?,"{
  ""department"": ""Allergy & Immunology"",
  ""accepted_department"": [
    ""Allergy & Immunology"",
    ""Pulmonology"",
    ""ENT""
  ],
  ""symptoms"": [
    ""hard to breathe""
  ],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Concerned"",
  ""urgency_level"": ""Medium""
}"
"Could the symptoms of caffeine overdose will remain more than 2 month, even if we already stop the intake of caffeine?","{
  ""department"": ""Toxicology"",
  ""accepted_department"": [
    ""Toxicology"",
    ""Internal Medicine"",
    ""Neurology""
  ],
  ""symptoms"": [],
  ""condition"": ""Caffeine Overdose"",
  ""sentiment"": ""Curious"",
  ""urgency_level"": ""Low""
}"
Could walking on a soft mattress contribute to bowlegged-ness?,"{
  ""department"": ""Orthopedics"",
  ""accepted_department"": [
    ""Orthopedics"",
    ""Physical Therapy"",
    ""Podiatry""
  ],
  ""symptoms"": [],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Curious"",
  ""urgency_level"": ""Low""
}"
"Dear Dr, feeling in my eyes lights are too bright feel dizzy with very sore sides of neck front and tight jaw knot in back of neck sleep apnea 6 weeks?","{
  ""department"": ""ENT"",
  ""accepted_department"": [
    ""ENT"",
    ""Neurology"",
    ""Sleep Medicine""
  ],
  ""symptoms"": [
    ""light sensitivity"",
    ""dizziness"",
    ""sore neck"",
    ""tight jaw"",
    ""knot in back of neck""
  ],
  ""condition"": ""Sleep apnea"",
  ""sentiment"": ""Concerned"",
  ""urgency_level"": ""Medium""
}"
Does anyone know what to do with a child around the age of 13 who suffers from serious anxiety?,"{
  ""department"": ""Mental Health"",
  ""accepted_department"": [
    ""Mental Health"",
    ""Pediatrics""
  ],
  ""symptoms"": [
    ""anxiety""
  ],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Concerned"",
  ""urgency_level"": ""Medium""
}"
Does anything during pregnancy cause esophageal atresia?,"{
  ""department"": ""Pediatrics"",
  ""accepted_department"": [
    ""Pediatrics"",
    ""OB/GYN"",
    ""Genetics""
  ],
  ""symptoms"": [],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Curious"",
  ""urgency_level"": ""Low""
}"
Does breastfeeding only on one side alter a woman's risk of breast cancer in the non-suckled breast? My son had a preference so I nursed on the left.,"{
  ""department"": ""Oncology"",
  ""accepted_department"": [
    ""Oncology"",
    ""OB/GYN"",
    ""Pediatrics""
  ],
  ""symptoms"": [],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Curious"",
  ""urgency_level"": ""Low""
}"
Does cut on lip turn into white bump?,"{
  ""department"": ""Dermatology"",
  ""accepted_department"": [
    ""Dermatology"",
    ""Oral Medicine"",
    ""Primary Care""
  ],
  ""symptoms"": [
    ""cut on lip"",
    ""white bump""
  ],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Curious"",
  ""urgency_level"": ""Low""
}"
"Does flax seed oil, about 3 grams a day as prescribed by my opthamologist interact with ortho trip cyclen or other birth control pills?","{
  ""department"": ""Ophthalmology"",
  ""accepted_department"": [
    ""Ophthalmology"",
    ""Pharmacy"",
    ""OB/GYN""
  ],
  ""symptoms"": [],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Inquisitive"",
  ""urgency_level"": ""Low""
}"
Does 'open' reduction with intramedullary nailing of tibial shaft fracture causes muscle weakness and slow bone healing due to soft tissue damage?,"{
  ""department"": ""Orthopedics"",
  ""accepted_department"": [
    ""Orthopedics"",
    ""Physical Medicine and Rehabilitation"",
    ""Trauma Surgery""
  ],
  ""symptoms"": [],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Inquisitive"",
  ""urgency_level"": ""Low""
}"
Does stress causes hematospermia?,"{
  ""department"": ""Urology"",
  ""accepted_department"": [
    ""Urology"",
    ""Mental Health"",
    ""Internal Medicine""
  ],
  ""symptoms"": [],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Curious"",
  ""urgency_level"": ""Low""
}"
Does the herb kalawalla (polypodium leucotamos) actually work for autoimmune disorders?,"{
  ""department"": ""Rheumatology"",
  ""accepted_department"": [
    ""Rheumatology"",
    ""Allergy & Immunology"",
    ""Alternative Medicine""
  ],
  ""symptoms"": [],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Curious"",
  ""urgency_level"": ""Low""
}"
Does vitamin D come in shot form?,"{
  ""department"": ""Endocrinology"",
  ""accepted_department"": [
    ""Endocrinology"",
    ""Nutrition"",
    ""Primary Care""
  ],
  ""symptoms"": [],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Curious"",
  ""urgency_level"": ""Low""
}"
"Ejection fraction of gb very low. Diet stripped down to lean meats, fruits, vegs. Reflux in throat that is constant yet varies in intensity. Related?","{
  ""department"": ""Cardiology"",
  ""accepted_department"": [
    ""Gastroenterology"",
    ""Cardiology"",
    ""Internal Medicine""
  ],
  ""symptoms"": [
    ""reflux in throat""
  ],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Inquisitive"",
  ""urgency_level"": ""Medium""
}"
Female.Mom is 150cm and dad is 156cm.I was wondering if i can be at least 160-165cm tall?,"{
  ""department"": ""Endocrinology"",
  ""accepted_department"": [
    ""Pediatrics"",
    ""Endocrinology"",
    ""Genetics""
  ],
  ""symptoms"": [],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Curious"",
  ""urgency_level"": ""Low""
}"
"Got high level of hb & doctor advised me to repeat the fbc test in april2014 again.Now i got 17.6% hemoglobin level wht food u recommend, names plz?","{
  ""department"": ""Hematology"",
  ""accepted_department"": [
    ""Hematology"",
    ""Dietary"",
    ""Primary Care""
  ],
  ""symptoms"": [],
  ""condition"": ""High hemoglobin"",
  ""sentiment"": ""Inquisitive"",
  ""urgency_level"": ""Low""
}"
"Got period after 4mo and it lasted 11 days,which never happens.I've been experiencing dull uncomfortable on/off pain by my uterus.What could it be?","{
  ""department"": ""OB/GYN"",
  ""accepted_department"": [
    ""OB/GYN"",
    ""Reproductive Health"",
    ""Primary Care""
  ],
  ""symptoms"": [
    ""dull uncomfortable on/off pain""
  ],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Concerned"",
  ""urgency_level"": ""Medium""
}"
Have an itchy rash after 4 days of biaxin (clarithromycin). Have taken this before and was fine. Should i continue it?,"{
  ""department"": ""Dermatology"",
  ""accepted_department"": [
    ""Dermatology"",
    ""Infectious Disease"",
    ""Pharmacology""
  ],
  ""symptoms"": [
    ""itchy rash""
  ],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Concerned"",
  ""urgency_level"": ""Medium""
}"
Have had hard cysts on my scalp for quite very long now. They grew from 1 to about 8 to 9 now. Out of which 3 have grown a little large. They are painless but is uncomfortable while brushing my hair. Although that is not my main concern. Have been treated,"{
  ""department"": ""Dermatology"",
  ""accepted_department"": [
    ""Dermatology"",
    ""General Surgery"",
    ""ENT""
  ],
  ""symptoms"": [
    ""hard cysts"",
    ""discomfort while brushing hair""
  ],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Neutral"",
  ""urgency_level"": ""Medium""
}"
Havent had my period sn a year I was using herion and I had gotten myself help now I wondering when will I start my period?,"{
  ""department"": ""OB/GYN"",
  ""accepted_department"": [
    ""OB/GYN"",
    ""Substance Abuse"",
    ""Endocrinology""
  ],
  ""symptoms"": [],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Concerned"",
  ""urgency_level"": ""Medium""
}"
Have pain up and down left leg and left foot. I've been keeping it elevated all day. I hope its not a blood clot. I also took three Bayer aspirins.?,"{
  ""department"": ""Vascular Surgery"",
  ""accepted_department"": [
    ""Vascular Surgery"",
    ""General Surgery"",
    ""Orthopedics""
  ],
  ""symptoms"": [
    ""pain""
  ],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Worried"",
  ""urgency_level"": ""Medium""
}"
"Having a blood test for neurological reasons, can it detect pregnancy?","{
  ""department"": ""OB/GYN"",
  ""accepted_department"": [
    ""OB/GYN"",
    ""Neurology"",
    ""Primary Care""
  ],
  ""symptoms"": [],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Inquisitive"",
  ""urgency_level"": ""Low""
}"
Hello I am using neutrogena from 15 days ..Acne is not leaving what should I do?,"{
  ""department"": ""Dermatology"",
  ""accepted_department"": [
    ""Dermatology"",
    ""Pharmacy"",
    ""Primary Care""
  ],
  ""symptoms"": [
    ""Acne""
  ],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Frustrated"",
  ""urgency_level"": ""Medium""
}"
Hello I have back spasms that flare up every now and then. I've done heat and ice rotate. Tried naproxen looked at my diet and take vitamins?,"{
  ""department"": ""Orthopedics"",
  ""accepted_department"": [
    ""Orthopedics"",
    ""Pain Management"",
    ""Physical Therapy""
  ],
  ""symptoms"": [
    ""back spasms""
  ],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Inquiring"",
  ""urgency_level"": ""Medium""
}"
Hey so I just had strep throat and should I wash all my sheets like are they contagious to my family if they use the same blanket I used when I was sick.,"{
  ""department"": ""Infectious Disease"",
  ""accepted_department"": [
    ""Infectious Disease"",
    ""Primary Care"",
    ""Pediatrics""
  ],
  ""symptoms"": [],
  ""condition"": ""Strep Throat"",
  ""sentiment"": ""Inquisitive"",
  ""urgency_level"": ""Low""
}"
Hi dr I am 33 of age  mamarried have 3 kids my height is 173 CM my weight is 100 pounds. My normal wweight according to age must be 75 how to get it .,"{
  ""department"": ""Nutrition"",
  ""accepted_department"": [
    ""Nutrition"",
    ""Endocrinology"",
    ""Primary Care""
  ],
  ""symptoms"": [],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Inquisitive"",
  ""urgency_level"": ""Low""
}"
How accurate are the diabetic blood tests that test your 3 month blood sugars?,"{
  ""department"": ""Endocrinology"",
  ""accepted_department"": [
    ""Endocrinology"",
    ""Diabetes Education"",
    ""Primary Care""
  ],
  ""symptoms"": [],
  ""condition"": ""Diabetes"",
  ""sentiment"": ""Curious"",
  ""urgency_level"": ""Low""
}"
How can a person know if they have chronic fatigue syndrome?,"{
  ""department"": ""Internal Medicine"",
  ""accepted_department"": [
    ""Internal Medicine"",
    ""Rheumatology"",
    ""Neurology""
  ],
  ""symptoms"": [],
  ""condition"": ""Chronic Fatigue Syndrome"",
  ""sentiment"": ""Curious"",
  ""urgency_level"": ""Low""
}"
How can a pregnant woman on bedrest avoid atrophy and blood clots?,"{
  ""department"": ""OB/GYN"",
  ""accepted_department"": [
    ""OB/GYN"",
    ""Physical Therapy"",
    ""Cardiology""
  ],
  ""symptoms"": [],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Inquisitive"",
  ""urgency_level"": ""Low""
}"
How can I get myself to have normal daily bowel movements when i'm constipated and haven't had a normal bm in almost a month?,"{
  ""department"": ""Gastroenterology"",
  ""accepted_department"": [
    ""Gastroenterology"",
    ""Primary Care"",
    ""Nutrition""
  ],
  ""symptoms"": [
    ""constipation""
  ],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Frustrated"",
  ""urgency_level"": ""Medium""
}"
How can I get rid of ths pain in my leg?,"{
  ""department"": ""Orthopedics"",
  ""accepted_department"": [
    ""Orthopedics"",
    ""Physical Therapy"",
    ""Pain Management""
  ],
  ""symptoms"": [
    ""pain in leg""
  ],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Frustrated"",
  ""urgency_level"": ""Medium""
}"
How can  you heal chronic knee bursitis?,"{
  ""department"": ""Orthopedics"",
  ""accepted_department"": [
    ""Orthopedics"",
    ""Physical Therapy"",
    ""Rheumatology""
  ],
  ""symptoms"": [],
  ""condition"": ""Chronic Knee Bursitis"",
  ""sentiment"": ""Inquisitive"",
  ""urgency_level"": ""Low""
}"
How common is it for somebody to get cubital tunnel syndrome?,"{
  ""department"": ""Orthopedics"",
  ""accepted_department"": [
    ""Orthopedics"",
    ""Neurology"",
    ""Physical Therapy""
  ],
  ""symptoms"": [],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Curious"",
  ""urgency_level"": ""Low""
}"
How does a doughnut get broken down in the digestive system if it has essentially no nutrients?,"{
  ""department"": ""Gastroenterology"",
  ""accepted_department"": [
    ""Gastroenterology"",
    ""Nutrition"",
    ""Dietary Health""
  ],
  ""symptoms"": [],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Curious"",
  ""urgency_level"": ""Low""
}"
How do u know the days u ovulate if your period changes every month and how do I increase my chances of becomming pregnant?,"{
  ""department"": ""OB/GYN"",
  ""accepted_department"": [
    ""OB/GYN"",
    ""Reproductive Endocrinology"",
    ""Primary Care""
  ],
  ""symptoms"": [],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Curious"",
  ""urgency_level"": ""Low""
}"
How effective are punctal plugs for treating dry eyes after lasik? I am close to 1 year post op and artficial tears aren't helping.,"{
  ""department"": ""Ophthalmology"",
  ""accepted_department"": [
    ""Ophthalmology"",
    ""Optometry"",
    ""Ent (Ear, Nose, Throat)""
  ],
  ""symptoms"": [
    ""dry eyes""
  ],
  ""condition"": ""Unknown"",
  ""sentiment"": ""Inquisitive"",
  ""urgency_level"": ""Medium""
}"
How long would a person with cancer live?,"{
  ""department"": ""Oncology"",
  ""accepted_department"": [
    ""Oncology"",
    ""Palliative Care"",
    ""Internal Medicine""
  ],
  ""symptoms"": [],
  ""condition"": ""Cancer"",
  ""sentiment"": ""Curious"",
  ""urgency_level"": ""Low""
}"
